100000; 0.005
200000; 0.006
300000; 0.009
400000; 0.012
500000; 0.014
600000; 0.020
700000; 0.021
800000; 0.023
900000; 0.024
1000000; 0.030
100000; 0.003
200000; 0.006
300000; 0.009
400000; 0.010
500000; 0.016
600000; 0.016
700000; 0.020
800000; 0.024
900000; 0.024
1000000; 0.027
