10000; 0.000
20000; 0.000
10000; 0.000
20000; 0.000
30000; 0.000
40000; 0.000
10000; 0.000
20000; 0.000
30000; 0.000
40000; 0.001
50000; 0.000
10000; 0.056
20000; 0.208
10000; 0.052
10000; 0.058
20000; 0.215
30000; 0.474
40000; 0.855
50000; 1.322
60000; 1.933
70000; 2.693
80000; 3.523
10000; 0.052
20000; 0.231
30000; 0.509
40000; 0.886
50000; 1.434
60000; 2.008
70000; 2.589
10000; 0.055
20000; 0.212
30000; 0.478
40000; 0.837
50000; 1.385
60000; 1.973
70000; 2.654
80000; 3.512
90000; 4.464
100000; 5.528
