100000; 0.010
200000; 0.019
300000; 0.030
400000; 0.035
500000; 0.050
600000; 0.057
700000; 0.074
800000; 0.082
900000; 0.087
1000000; 0.100
100000; 0.008
200000; 0.018
300000; 0.025
400000; 0.036
500000; 0.044
600000; 0.068
700000; 0.068
800000; 0.073
900000; 0.092
1000000; 0.097
